City,Brand,Model,Year,Type,Color,Displacement,HP,Fuel type,Mielage,Transmission,Drivetrain,New,Price
Goranboy,Mercedes,C 180,1996,Sedan,Gümüşü,1.8 L,122 a.g.,Benzin,361 484 km,Avtomat,Arxa,Xeyr,8400 AZN
Bakı,Mercedes,C 250,1999,Sedan,Ağ,2.5 L,150 a.g.,Dizel,430 000 km,Avtomat,Arxa,Xeyr,12500 AZN
Qobustan,Mercedes,C 240,2002,Sedan,Göy,2.6 L,177 a.g.,Benzin,105 000 km,Avtomat,Ön,Xeyr,10500 AZN
Bakı,Mercedes,C 240,1999,Sedan,Göy,2.4 L,170 a.g.,Benzin,240 595 km,Avtomat,Arxa,Xeyr,12800 AZN
Bakı,Mercedes,C 280,1999,Sedan,Gümüşü,2.8 L,193 a.g.,Benzin,136 700 km,Avtomat,Arxa,Xeyr,12000 AZN
Masallı,Mercedes,C 220,2001,Sedan,Boz,2.2 L,136 a.g.,Dizel,316 880 km,Avtomat,Arxa,Xeyr,12400 AZN
Bakı,Mercedes,C 280,1994,Sedan,Gümüşü,2.8 L,193 a.g.,Benzin,250 000 km,Avtomat,Arxa,Xeyr,7800 AZN
Bakı,Mercedes,C 220,2006,Universal,Ağ,2.2 L,150 a.g.,Dizel,162 000 km,Avtomat,Arxa,Xeyr,15500 AZN
Sumqayıt,Mercedes,C 230,1998,Sedan,Qara,2.3 L,150 a.g.,Benzin,217 000 km,Avtomat,Arxa,Xeyr,9800 AZN
Bakı,Mercedes,C 230,1997,Sedan,Ağ,2.3 L,150 a.g.,Benzin,223 000 km,Avtomat,Arxa,Xeyr,10800 AZN
Bakı,Mercedes,C 180,2004,Sedan,Ağ,1.8 L,184 a.g.,Benzin,292 000 km,Avtomat,Arxa,Xeyr,11950 AZN
Bakı,Mercedes,C 240,1997,Sedan,Gümüşü,2.4 L,170 a.g.,Benzin,222 000 km,Avtomat,Arxa,Xeyr,11000 AZN
Bakı,Mercedes,C 240,1999,Universal,Qara,2.4 L,170 a.g.,Benzin,340 000 km,Avtomat,Arxa,Xeyr,11200 AZN
Bakı,Mercedes,C 180,1996,Sedan,Qara,1.8 L,122 a.g.,Benzin,355 000 km,Avtomat,Arxa,Xeyr,9000 AZN
Bakı,Mercedes,C 63 AMG,2013,Sedan,Qara,6.3 L,585 a.g.,Benzin,42 000 km,Avtomat,Arxa,Xeyr,49500 $
Bakı,Mercedes,C 250,2013,Sedan,Ağ,2.5 L,204 a.g.,Benzin,87 250 km,Avtomat,Tam,Xeyr,19600 $
Bakı,Mercedes,C 200,2000,Sedan,Göy,2.0 L,164 a.g.,Benzin,253 000 km,Avtomat,Arxa,Xeyr,11400 AZN
Bakı,Mercedes,C 220,2000,Universal,Göy,2.2 L,143 a.g.,Dizel,365 100 km,Avtomat,Arxa,Xeyr,12800 AZN
Şirvan,Mercedes,C 180,1997,Sedan,Göy,1.8 L,122 a.g.,Benzin,270 000 km,Avtomat,Arxa,Xeyr,12000 AZN
Bakı,Mercedes,C 180,1997,Sedan,Mavi,1.8 L,90 a.g.,Benzin,213 000 km,Avtomat,Arxa,Xeyr,8700 AZN
Gəncə,Mercedes,C 180,1997,Sedan,Qara,1.8 L,122 a.g.,Benzin,250 000 km,Avtomat,Arxa,Xeyr,9700 AZN
Bakı,Mercedes,C 230,1998,Sedan,Gümüşü,2.3 L,153 a.g.,Benzin,211 000 km,Avtomat,Arxa,Xeyr,12500 AZN
Bərdə,Mercedes,C 180,1997,Sedan,Yaşıl,1.9 L,122 a.g.,Benzin,264 118 km,Avtomat,Arxa,Xeyr,10500 AZN
Ağsu,Mercedes,C 180,1999,Universal,Göy,1.8 L,122 a.g.,Benzin,170 000 km,Mexaniki,Arxa,Xeyr,10700 AZN
Sumqayıt,Mercedes,C 200,1999,Sedan,Qara,2.0 L,175 a.g.,Benzin,366 000 km,Avtomat,Arxa,Xeyr,12500 AZN
Sumqayıt,Mercedes,C 240,2002,Sedan,Qara,2.6 L,177 a.g.,Benzin,469 700 km,Avtomat,Arxa,Xeyr,11700 AZN
Bakı,Mercedes,C 180,2014,Sedan,Qara,1.6 L,167 a.g.,Benzin,102 000 km,Avtomat,Arxa,Xeyr,31500 $
Sumqayıt,Mercedes,C 220,2000,Sedan,Gümüşü,2.2 L,150 a.g.,Dizel,300 000 km,Avtomat,Arxa,Xeyr,12700 AZN
Şirvan,Mercedes,C 180,1998,Sedan,Göy,1.8 L,125 a.g.,Benzin,556 680 km,Avtomat,Arxa,Xeyr,9700 AZN
Bakı,Mercedes,C 250,2014,Sedan,Ağ,1.8 L,204 a.g.,Benzin,55 000 km,Avtomat,Arxa,Xeyr,20800 $
Bakı,Mercedes,C 240,1998,Sedan,Qara,2.4 L,170 a.g.,Benzin,187 000 km,Avtomat,Arxa,Xeyr,13800 AZN
Bakı,Mercedes,C 180,1994,Sedan,Qara,1.8 L,140 a.g.,Benzin,285 000 km,Avtomat,Arxa,Xeyr,7500 AZN
Bakı,Mercedes,C 180,1994,Sedan,Gümüşü,1.8 L,150 a.g.,Benzin,350 000 km,Avtomat,Arxa,Xeyr,7300 AZN
Gəncə,Mercedes,C 180,1996,Sedan,Gümüşü,1.8 L,122 a.g.,Benzin,123 456 km,Avtomat,Arxa,Xeyr,8500 AZN
Xırdalan,Mercedes,C 240,2001,Sedan,Qara,2.4 L,177 a.g.,Benzin,270 000 km,Avtomat,Arxa,Xeyr,11200 AZN
Kürdəmir,Mercedes,C 180,1996,Sedan,Göy,1.8 L,122 a.g.,Benzin,415 558 km,Avtomat,Arxa,Xeyr,8800 AZN
Yevlax,Mercedes,C 180,2012,Sedan,Ağ,1.8 L,184 a.g.,Benzin,136 400 km,Avtomat,Arxa,Xeyr,19700 $
Gəncə,Mercedes,C 240,2001,Sedan,Qara,2.6 L,170 a.g.,Benzin,280 000 km,Avtomat,Arxa,Xeyr,12500 AZN
Bakı,Mercedes,C 200,1999,Sedan,Qara,2.0 L,136 a.g.,Benzin,346 854 km,Avtomat,Arxa,Xeyr,12300 AZN
Lənkəran,Mercedes,C 220,1994,Sedan,Yaş Asfalt,2.2 L,146 a.g.,Benzin,286 399 km,Avtomat,Arxa,Xeyr,8200 AZN
Bakı,Mercedes,C 240,2001,Sedan,Qara,2.4 L,177 a.g.,Benzin,230 000 km,Avtomat,Arxa,Xeyr,11900 AZN
Sumqayıt,Mercedes,C 180,1997,Sedan,Qara,1.8 L,122 a.g.,Benzin,220 745 km,Mexaniki,Arxa,Xeyr,9000 AZN
Gəncə,Mercedes,C 200,1996,Sedan,Gümüşü,2.0 L,136 a.g.,Qaz,312 500 km,Avtomat,Arxa,Xeyr,11800 AZN
Bakı,Mercedes,C 240,1999,Sedan,Qara,2.4 L,170 a.g.,Benzin,162 000 km,Avtomat,Arxa,Xeyr,11800 AZN
Bakı,Mercedes,C 200,2000,Sedan,Gümüşü,2.0 L,136 a.g.,Benzin,203 000 km,Avtomat,Arxa,Xeyr,11200 AZN
Göyçay,Mercedes,C 280,1995,Sedan,Göy,2.8 L,172 a.g.,Benzin,350 000 km,Avtomat,Arxa,Xeyr,9500 AZN
Bakı,Mercedes,C 220,1998,Universal,Göy,2.2 L,146 a.g.,Dizel,777 777 km,Avtomat,Arxa,Xeyr,10500 AZN
Gəncə,Mercedes,C 180,1998,Sedan,Göy,1.8 L,122 a.g.,Benzin,240 000 km,Avtomat,Arxa,Xeyr,11500 AZN
Bakı,Mercedes,C 220,1994,Sedan,Boz,2.2 L,146 a.g.,Benzin,236 000 km,Avtomat,Arxa,Xeyr,7900 AZN
Sumqayıt,Mercedes,C 240,2000,Universal,Gümüşü,2.4 L,143 a.g.,Benzin,222 222 km,Mexaniki,Arxa,Xeyr,9500 AZN
Bakı,Mercedes,C 230,2005,Sedan,Göy,2.5 L,207 a.g.,Benzin,225 000 km,Avtomat,Arxa,Xeyr,12600 AZN
Bakı,Mercedes,C 240,1997,Sedan,Gümüşü,2.4 L,170 a.g.,Benzin,373 000 km,Avtomat,Arxa,Xeyr,11000 AZN
Goranboy,Mercedes,C 180,2000,Sedan,Gümüşü,1.8 L,122 a.g.,Benzin,250 588 km,Avtomat,Arxa,Xeyr,11800 AZN
Bakı,Mercedes,C 220,1996,Sedan,Ağ,2.2 L,146 a.g.,Benzin,350 000 km,Avtomat,Arxa,Xeyr,8800 AZN
Samux,Mercedes,C 180,1995,Sedan,Gümüşü,1.8 L,122 a.g.,Benzin,500 000 km,Mexaniki,Arxa,Xeyr,6800 AZN
Sumqayıt,Mercedes,C 240,2002,Sedan,Qara,2.6 L,177 a.g.,Benzin,469 700 km,Avtomat,Arxa,Xeyr,11700 AZN
Sumqayıt,Mercedes,C 200,1999,Sedan,Qara,2.0 L,175 a.g.,Benzin,366 000 km,Avtomat,Arxa,Xeyr,12500 AZN
Bakı,Mercedes,C 180,2014,Sedan,Qara,1.6 L,167 a.g.,Benzin,102 000 km,Avtomat,Arxa,Xeyr,31500 $
Bakı,Mercedes,C 230,1999,Sedan,Gümüşü,2.3 L,150 a.g.,Benzin,200 000 km,Avtomat,Arxa,Xeyr,11200 AZN
Bakı,Mercedes,C 220,1995,Sedan,Qara,2.2 L,146 a.g.,Benzin,300 000 km,Avtomat,Arxa,Xeyr,9500 AZN
Bakı,Mercedes,C 280,1995,Sedan,Qara,2.8 L,193 a.g.,Benzin,394 000 km,Avtomat,Arxa,Xeyr,6900 AZN
Bakı,Mercedes,C 240,1998,Sedan,Qara,2.4 L,170 a.g.,Benzin,187 000 km,Avtomat,Arxa,Xeyr,13800 AZN
Bakı,Mercedes,C 200,1998,Sedan,Ağ,2.0 L,146 a.g.,Benzin,288 000 km,Avtomat,Arxa,Xeyr,12800 AZN
Gəncə,Mercedes,C 220,1995,Sedan,Yaşıl,2.2 L,146 a.g.,Benzin,250 372 km,Avtomat,Arxa,Xeyr,8500 AZN
Bakı,Mercedes,C 220,1995,Sedan,Yaş Asfalt,2.2 L,143 a.g.,Benzin,876 000 km,Avtomat,Arxa,Xeyr,8000 AZN
Bakı,Mercedes,C 250,2012,Sedan,Yaş Asfalt,1.8 L,204 a.g.,Benzin,94 300 km,Avtomat,Arxa,Xeyr,18700 $
Bakı,Mercedes,C 180,1997,Universal,Göy,1.8 L,122 a.g.,Benzin,332 000 km,Avtomat,Arxa,Xeyr,9999 AZN
Masallı,Mercedes,C 180,1995,Sedan,Ağ,1.8 L,122 a.g.,Benzin,457 689 km,Mexaniki,Arxa,Xeyr,8400 AZN
Bakı,Mercedes,C 240,1998,Universal,Göy,2.4 L,170 a.g.,Benzin,314 000 km,Avtomat,Arxa,Xeyr,9900 AZN
Bakı,Mercedes,C 320,2000,Sedan,Gümüşü,3.2 L,224 a.g.,Benzin,200 000 km,Avtomat,Arxa,Xeyr,12500 AZN
Saatlı,Mercedes,C 180,1997,Sedan,Yaş Asfalt,1.8 L,122 a.g.,Benzin,307 528 km,Mexaniki,Arxa,Xeyr,9500 AZN
Bakı,Mercedes,C 230,1998,Sedan,Boz,2.3 L,150 a.g.,Benzin,211 139 km,Avtomat,Arxa,Xeyr,11300 AZN
Şəmkir,Mercedes,C 240,2001,Sedan,Qara,2.6 L,177 a.g.,Benzin,325 000 km,Avtomat,Arxa,Xeyr,11500 AZN
Mingəçevir,Mercedes,C 240,1998,Sedan,Göy,2.0 L,120 a.g.,Benzin,350 000 km,Avtomat,Arxa,Xeyr,11800 AZN
Bakı,Mercedes,C 180,1996,Sedan,Göy,1.8 L,122 a.g.,Benzin,300 000 km,Avtomat,Arxa,Xeyr,9000 AZN
Qusar,Mercedes,C 180,1996,Sedan,Qara,1.8 L,122 a.g.,Benzin,300 000 km,Mexaniki,Arxa,Xeyr,5800 AZN
Bakı,Mercedes,C 180,1995,Sedan,Yaş Asfalt,1.8 L,122 a.g.,Benzin,380 000 km,Mexaniki,Arxa,Xeyr,8200 AZN
Bakı,Mercedes,C 180,1998,Universal,Göy,1.8 L,150 a.g.,Benzin,460 000 km,Avtomat,Arxa,Xeyr,10650 AZN
Bakı,Mercedes,C 240,2002,Sedan,Göy,2.6 L,177 a.g.,Benzin,186 250 km,Avtomat,Arxa,Xeyr,13500 AZN
Bakı,Mercedes,C 200,1997,Sedan,Boz,2.0 L,136 a.g.,Benzin,285 000 km,Avtomat,Arxa,Xeyr,11000 AZN
Bakı,Mercedes,C 250,2015,Sedan,Göy,2.0 L,211 a.g.,Benzin,40 000 km,Avtomat,Arxa,Xeyr,38000 $
Qusar,Mercedes,C 180,1998,Sedan,Göy,1.8 L,122 a.g.,Benzin,403 000 km,Mexaniki,Arxa,Xeyr,11000 AZN
Bakı,Mercedes,C 240,2001,Sedan,Ağ,2.4 L,177 a.g.,Benzin,232 300 km,Avtomat,Arxa,Xeyr,10900 AZN
Sumqayıt,Mercedes,C 180,1997,Sedan,Gümüşü,1.8 L,122 a.g.,Benzin,245 000 km,Avtomat,Arxa,Xeyr,9700 AZN
Sumqayıt,Mercedes,C 180,1993,Sedan,Qırmızı,1.8 L,122 a.g.,Benzin,432 589 km,Mexaniki,Arxa,Xeyr,5400 AZN
Şirvan,Mercedes,C 180,1998,Sedan,Qara,1.8 L,122 a.g.,Benzin,530 000 km,Avtomat,Arxa,Xeyr,9350 AZN
Sumqayıt,Mercedes,C 240,2002,Sedan,Qara,2.6 L,177 a.g.,Benzin,469 700 km,Avtomat,Arxa,Xeyr,11700 AZN
Sumqayıt,Mercedes,C 200,1999,Sedan,Qara,2.0 L,175 a.g.,Benzin,366 000 km,Avtomat,Arxa,Xeyr,12500 AZN
Bakı,Mercedes,C 180,2014,Sedan,Qara,1.6 L,167 a.g.,Benzin,102 000 km,Avtomat,Arxa,Xeyr,31500 $
Bakı,Mercedes,C 180,2018,Sedan,Qara,1.6 L,150 a.g.,Benzin,0 km,Avtomat,Arxa,Bəli,50999 $
Şirvan,Mercedes,C 180,1998,Sedan,Göy,1.8 L,125 a.g.,Benzin,556 680 km,Avtomat,Arxa,Xeyr,9700 AZN
Bakı,Mercedes,C 240,1998,Sedan,Qara,2.4 L,170 a.g.,Benzin,187 000 km,Avtomat,Arxa,Xeyr,13800 AZN
Bakı,Mercedes,C 230,2006,Sedan,Ağ,2.3 L,205 a.g.,Benzin,192 145 km,Avtomat,Arxa,Xeyr,18500 AZN
Xırdalan,Mercedes,C 240,1999,Sedan,Ağ,2.4 L,170 a.g.,Benzin,182 493 km,Avtomat,Arxa,Xeyr,12900 AZN
Sumqayıt,Mercedes,C 230,1996,Sedan,Göy,2.3 L,150 a.g.,Benzin,210 000 km,Avtomat,Arxa,Xeyr,9000 AZN
Bakı,Mercedes,C 180,1998,Universal,Gümüşü,1.8 L,122 a.g.,Benzin,260 000 km,Mexaniki,Arxa,Xeyr,10600 AZN
Bakı,Mercedes,C 180,1999,Sedan,Göy,1.8 L,122 a.g.,Benzin,285 000 km,Avtomat,Arxa,Xeyr,11200 AZN
Şəki,Mercedes,C 200,1998,Sedan,Gümüşü,2.0 L,136 a.g.,Benzin,288 000 km,Avtomat,Arxa,Xeyr,11800 AZN
Bakı,Mercedes,C 300,2007,Sedan,Ağ,3.0 L,242 a.g.,Benzin,242 000 km,Avtomat,Tam,Xeyr,19600 AZN
Mingəçevir,Mercedes,C 280,1994,Sedan,Boz,2.8 L,193 a.g.,Benzin,320 000 km,Avtomat,Arxa,Xeyr,6400 AZN
Bakı,Mercedes,C 200,2000,Sedan,Gümüşü,2.0 L,136 a.g.,Benzin,117 000 km,Avtomat,Arxa,Xeyr,13900 AZN
Tərtər,Mercedes,C 220,1995,Sedan,Göy,2.2 L,146 a.g.,Benzin,480 000 km,Avtomat,Arxa,Xeyr,8500 AZN
Bakı,Mercedes,C 240,2002,Sedan,Göy,2.6 L,177 a.g.,Benzin,258 000 km,Avtomat,Arxa,Xeyr,11400 AZN
Gəncə,Mercedes,C 240,2000,Sedan,Gümüşü,2.4 L,170 a.g.,Benzin,201 400 km,Avtomat,Arxa,Xeyr,12500 AZN
Bakı,Mercedes,C 180,1998,Sedan,Göy,1.8 L,122 a.g.,Benzin,215 652 km,Mexaniki,Arxa,Xeyr,9800 AZN
Bakı,Mercedes,C 300,2016,Sedan,Qara,2.0 L,245 a.g.,Benzin,23 000 km,Avtomat,Tam,Xeyr,35500 $
Bakı,Mercedes,C 240,1997,Sedan,Gümüşü,2.4 L,170 a.g.,Qaz,257 000 km,Avtomat,Arxa,Xeyr,13200 AZN
Bakı,Mercedes,C 180,2003,Sedan,Qızılı,1.8 L,136 a.g.,Benzin,341 000 km,Avtomat,Arxa,Xeyr,11700 AZN
Şəki,Mercedes,C 200,1999,Sedan,Göy,2.0 L,136 a.g.,Benzin,350 000 km,Mexaniki,Arxa,Xeyr,11000 AZN
Bakı,Mercedes,C 180,1998,Universal,Yaşıl,1.8 L,122 a.g.,Benzin,360 395 km,Mexaniki,Arxa,Xeyr,11500 AZN
Sumqayıt,Mercedes,C 240,2000,Sedan,Qara,2.4 L,170 a.g.,Benzin,240 000 km,Avtomat,Arxa,Xeyr,11500 AZN
Gəncə,Mercedes,C 220,2001,Universal,Boz,2.2 L,150 a.g.,Dizel,240 613 km,Avtomat,Arxa,Xeyr,13700 AZN
Sabirabad,Mercedes,C 180,1995,Sedan,Yaşıl,1.8 L,122 a.g.,Benzin,445 532 km,Avtomat,Arxa,Xeyr,8700 AZN
Gəncə,Mercedes,C 180,1994,Sedan,Gümüşü,1.8 L,122 a.g.,Benzin,42 200 km,Mexaniki,Arxa,Xeyr,7700 AZN
Bakı,Mercedes,C 240,2003,Sedan,Boz,2.4 L,170 a.g.,Benzin,275 100 km,Avtomat,Arxa,Xeyr,12300 AZN
Bakı,Mercedes,C 200,1999,Sedan,Qara,2.0 L,136 a.g.,Benzin,260 000 km,Avtomat,Arxa,Xeyr,12200 AZN
Bakı,Mercedes,C 240,1998,Sedan,Gümüşü,2.4 L,170 a.g.,Benzin,258 000 km,Avtomat,Arxa,Xeyr,13400 AZN
Sumqayıt,Mercedes,C 200,1999,Sedan,Qara,2.0 L,175 a.g.,Benzin,366 000 km,Avtomat,Arxa,Xeyr,12500 AZN
Sumqayıt,Mercedes,C 240,2002,Sedan,Qara,2.6 L,177 a.g.,Benzin,469 700 km,Avtomat,Arxa,Xeyr,11700 AZN
Bakı,Mercedes,C 180,2014,Sedan,Qara,1.6 L,167 a.g.,Benzin,102 000 km,Avtomat,Arxa,Xeyr,31500 $
Bakı,Mercedes,C 180,2018,Sedan,Qara,1.6 L,150 a.g.,Benzin,0 km,Avtomat,Arxa,Bəli,50999 $
Bakı,Mercedes,C 180,1995,Sedan,Ağ,1.8 L,122 a.g.,Benzin,456 185 km,Avtomat,Arxa,Xeyr,10200 AZN
Şirvan,Mercedes,C 180,1998,Sedan,Göy,1.8 L,125 a.g.,Benzin,556 680 km,Avtomat,Arxa,Xeyr,9700 AZN
Bakı,Mercedes,C 230,1999,Sedan,Gümüşü,2.3 L,150 a.g.,Benzin,200 000 km,Avtomat,Arxa,Xeyr,11200 AZN
Ağdam,Mercedes,C 180,1998,Sedan,Göy,1.8 L,122 a.g.,Benzin,253 793 km,Avtomat,Arxa,Xeyr,12500 AZN
Bakı,Mercedes,C 220,1998,Sedan,Qara,2.2 L,143 a.g.,Dizel,320 000 km,Avtomat,Arxa,Xeyr,13800 AZN
Bakı,Mercedes,C 200,1999,Sedan,Ağ,2.0 L,136 a.g.,Benzin,278 000 km,Avtomat,Arxa,Xeyr,11700 AZN
Masallı,Mercedes,C 180,1999,Sedan,Göy,1.8 L,122 a.g.,Benzin,277 000 km,Avtomat,Arxa,Xeyr,11500 AZN
Bakı,Mercedes,C 180,1998,Sedan,Gümüşü,1.8 L,143 a.g.,Benzin,245 000 km,Avtomat,Arxa,Xeyr,11300 AZN
Bakı,Mercedes,C 230,1998,Sedan,Ağ,2.3 L,180 a.g.,Benzin,214 200 km,Avtomat,Arxa,Xeyr,10500 AZN
Salyan,Mercedes,C 200,1996,Sedan,Göy,2.0 L,136 a.g.,Benzin,390 000 km,Avtomat,Arxa,Xeyr,8500 AZN
Bakı,Mercedes,C 300,2018,Kupe,Boz,2.0 L,258 a.g.,Benzin,0 km,Avtomat,Arxa,Bəli,99500 AZN
Bakı,Mercedes,C 180,1997,Sedan,Gümüşü,1.8 L,122 a.g.,Benzin,250 000 km,Avtomat,Arxa,Xeyr,10700 AZN
Sumqayıt,Mercedes,C 180,1995,Sedan,Gümüşü,1.8 L,150 a.g.,Benzin,333 412 km,Avtomat,Arxa,Xeyr,7900 AZN
Sumqayıt,Mercedes,C 300,2010,Sedan,Ağ,3.0 L,231 a.g.,Benzin,136 000 km,Avtomat,Arxa,Xeyr,23800 AZN
Bakı,Mercedes,C 240,1998,Sedan,Gümüşü,2.4 L,170 a.g.,Benzin,371 000 km,Avtomat,Arxa,Xeyr,11000 AZN
Biləsuvar,Mercedes,C 220,1998,Universal,Gümüşü,2.2 L,146 a.g.,Dizel,340 000 km,Avtomat,Arxa,Xeyr,11800 AZN
Bakı,Mercedes,C 240,1998,Universal,Qara,2.4 L,170 a.g.,Benzin,280 000 km,Avtomat,Arxa,Xeyr,8500 AZN
Bakı,Mercedes,C 180,1996,Sedan,Qara,1.8 L,122 a.g.,Benzin,400 500 km,Avtomat,Arxa,Xeyr,10000 AZN
Bakı,Mercedes,C 180,1997,Universal,Göy,1.8 L,122 a.g.,Benzin,336 000 km,Mexaniki,Arxa,Xeyr,10200 AZN
Xırdalan,Mercedes,C 180,1998,Universal,Yaşıl,1.8 L,122 a.g.,Benzin,355 000 km,Mexaniki,Arxa,Xeyr,8400 AZN
Bakı,Mercedes,C 180,1995,Sedan,Bənövşəyi,1.8 L,122 a.g.,Benzin,390 000 km,Mexaniki,Arxa,Xeyr,6300 AZN
Bakı,Mercedes,C 240,1997,Universal,Yaş Asfalt,2.4 L,170 a.g.,Benzin,235 000 km,Avtomat,Arxa,Xeyr,10500 AZN
Bakı,Mercedes,C 180,1997,Sedan,Gümüşü,1.8 L,122 a.g.,Benzin,350 000 km,Avtomat,Arxa,Xeyr,10300 AZN
Bakı,Mercedes,C 250,1997,Sedan,Yaşıl,2.5 L,150 a.g.,Dizel,395 722 km,Avtomat,Arxa,Xeyr,10600 AZN
Sumqayıt,Mercedes,C 220,1996,Sedan,Göy,2.2 L,143 a.g.,Benzin,222 222 km,Avtomat,Arxa,Xeyr,7500 AZN
Bakı,Mercedes,C 220,2000,Universal,Göy,2.2 L,143 a.g.,Dizel,363 000 km,Avtomat,Arxa,Xeyr,12500 AZN
Bakı,Mercedes,C 180,1999,Sedan,Göy,1.8 L,122 a.g.,Benzin,255 000 km,Avtomat,Arxa,Xeyr,12500 AZN
Bakı,Mercedes,C 180,2014,Sedan,Qara,1.6 L,167 a.g.,Benzin,102 000 km,Avtomat,Arxa,Xeyr,31500 $
Sumqayıt,Mercedes,C 200,1999,Sedan,Qara,2.0 L,175 a.g.,Benzin,366 000 km,Avtomat,Arxa,Xeyr,12500 AZN
Sumqayıt,Mercedes,C 240,2002,Sedan,Qara,2.6 L,177 a.g.,Benzin,469 700 km,Avtomat,Arxa,Xeyr,11700 AZN
Bakı,Mercedes,C 180,2014,Sedan,Qara,1.6 L,156 a.g.,Benzin,59 500 km,Avtomat,Arxa,Xeyr,32700 $
Bakı,Mercedes,C 280,1995,Sedan,Qara,2.8 L,193 a.g.,Benzin,394 000 km,Avtomat,Arxa,Xeyr,6900 AZN
Bakı,Mercedes,C 230,2006,Sedan,Ağ,2.3 L,205 a.g.,Benzin,192 145 km,Avtomat,Arxa,Xeyr,18500 AZN
Bakı,Mercedes,C 230,1999,Sedan,Gümüşü,2.3 L,150 a.g.,Benzin,200 000 km,Avtomat,Arxa,Xeyr,11200 AZN
Bakı,Mercedes,C 200,2014,Sedan,Boz,2.0 L,185 a.g.,Benzin,77 000 km,Avtomat,Arxa,Xeyr,37500 $
Bakı,Mercedes,C 230,1998,Sedan,Qızılı,2.3 L,150 a.g.,Benzin,430 000 km,Avtomat,Arxa,Xeyr,10700 AZN
Lənkəran,Mercedes,C 200,2000,Sedan,Ağ,2.0 L,136 a.g.,Benzin,170 000 km,Avtomat,Arxa,Xeyr,14200 AZN
Göygöl,Mercedes,C 180,1997,Sedan,Göy,1.8 L,122 a.g.,Benzin,270 000 km,Avtomat,Arxa,Xeyr,10400 AZN
Bakı,Mercedes,C 180,1997,Sedan,Mavi,1.8 L,122 a.g.,Benzin,288 000 km,Avtomat,Arxa,Xeyr,11900 AZN
Bakı,Mercedes,C 200,1995,Sedan,Yaş Asfalt,2.0 L,136 a.g.,Benzin,384 500 km,Avtomat,Arxa,Xeyr,7700 AZN
Xırdalan,Mercedes,C 200,2001,Sedan,Gümüşü,2.0 L,136 a.g.,Benzin,315 000 km,Avtomat,Arxa,Xeyr,10800 AZN
Bakı,Mercedes,C 180,1997,Sedan,Qara,1.8 L,122 a.g.,Benzin,232 000 km,Avtomat,Arxa,Xeyr,12500 AZN
Gəncə,Mercedes,C 200,2000,Sedan,Bənövşəyi,2.0 L,163 a.g.,Benzin,300 000 km,Mexaniki,Arxa,Xeyr,5900 $
Quba,Mercedes,C 180,1997,Sedan,Yaş Asfalt,1.8 L,122 a.g.,Benzin,400 000 km,Avtomat,Arxa,Xeyr,10000 AZN
Bakı,Mercedes,C 240,1998,Sedan,Ağ,2.4 L,170 a.g.,Benzin,320 000 km,Avtomat,Arxa,Xeyr,14300 AZN
Bakı,Mercedes,C 180,1994,Sedan,Yaş Asfalt,1.8 L,122 a.g.,Benzin,588 123 km,Avtomat,Arxa,Xeyr,7500 AZN
Bakı,Mercedes,C 240,1998,Sedan,Qara,2.4 L,170 a.g.,Benzin,234 768 km,Avtomat,Arxa,Xeyr,11600 AZN
Sumqayıt,Mercedes,C 180,1995,Sedan,Qəhvəyi,1.8 L,122 a.g.,Benzin,350 000 km,Avtomat,Arxa,Xeyr,7800 AZN
Bakı,Mercedes,C 230,1999,Sedan,Gümüşü,2.3 L,150 a.g.,Benzin,360 000 km,Avtomat,Arxa,Xeyr,12700 AZN
Xaçmaz,Mercedes,C 200,2000,Sedan,Göy,2.0 L,164 a.g.,Benzin,214 000 km,Avtomat,Arxa,Xeyr,9700 AZN
Bakı,Mercedes,C 220,1999,Universal,Göy,2.2 L,143 a.g.,Dizel,455 000 km,Avtomat,Arxa,Xeyr,13500 AZN
Sumqayıt,Mercedes,C 180,1995,Sedan,Gümüşü,1.8 L,122 a.g.,Benzin,235 000 km,Avtomat,Arxa,Xeyr,8300 AZN
Cəlilabad,Mercedes,C 220,2002,Sedan,Boz,2.2 L,136 a.g.,Dizel,200 000 km,Avtomat,Arxa,Xeyr,12000 AZN
Bakı,Mercedes,C 180,1996,Sedan,Göy,1.8 L,122 a.g.,Benzin,385 649 km,Avtomat,Arxa,Xeyr,7900 AZN
Bakı,Mercedes,C 180,2007,Sedan,Ağ,1.8 L,156 a.g.,Benzin,170 000 km,Avtomat,Arxa,Xeyr,26500 AZN
Salyan,Mercedes,C 180,1996,Sedan,Yaş Asfalt,1.8 L,122 a.g.,Benzin,380 000 km,Avtomat,Arxa,Xeyr,8800 AZN
Bakı,Mercedes,C 180,1999,Universal,Qara,1.8 L,122 a.g.,Benzin,288 300 km,Avtomat,Arxa,Xeyr,11800 AZN
Sumqayıt,Mercedes,C 180,1995,Sedan,Boz,1.8 L,122 a.g.,Benzin,360 000 km,Avtomat,Arxa,Xeyr,8700 AZN
Bakı,Mercedes,C 180,2014,Sedan,Qara,1.6 L,167 a.g.,Benzin,102 000 km,Avtomat,Arxa,Xeyr,31500 $
Sumqayıt,Mercedes,C 200,1999,Sedan,Qara,2.0 L,175 a.g.,Benzin,366 000 km,Avtomat,Arxa,Xeyr,12500 AZN
